epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
370,13637.4,0.84912,0.27815,0.00174,0.95979,0.96249,0.9794,0.67687,0.46172,0.15178,0.00186,0.000336725,0.000336725,0.000336725
371,13671.9,0.85336,0.28462,0.00173,0.96566,0.95243,0.97916,0.67268,0.46875,0.15191,0.00188,0.00033425,0.00033425,0.00033425
372,13706,0.86898,0.2884,0.00174,0.95831,0.96774,0.9796,0.67809,0.46554,0.15171,0.00186,0.000331775,0.000331775,0.000331775
373,13742,0.84317,0.27562,0.00172,0.96889,0.95453,0.979,0.67471,0.4671,0.15667,0.00187,0.0003293,0.0003293,0.0003293
374,13776.3,0.87196,0.29055,0.00177,0.96607,0.96433,0.97959,0.67402,0.46851,0.15682,0.00187,0.000326825,0.000326825,0.000326825
375,13810.9,0.85969,0.28301,0.00169,0.97213,0.95484,0.97875,0.6727,0.46709,0.15456,0.00188,0.00032435,0.00032435,0.00032435
376,13844.6,0.84528,0.27051,0.00177,0.97202,0.95261,0.97945,0.66853,0.4735,0.15766,0.00189,0.000321875,0.000321875,0.000321875
377,13878.3,0.85726,0.27398,0.00175,0.96893,0.9558,0.97998,0.66968,0.47179,0.15569,0.00188,0.0003194,0.0003194,0.0003194
378,13912.6,0.86812,0.27297,0.00171,0.95813,0.95972,0.9712,0.66847,0.47316,0.15987,0.00188,0.000316925,0.000316925,0.000316925
379,13948.1,0.8451,0.27867,0.0017,0.96924,0.95,0.97874,0.66906,0.47428,0.16157,0.00189,0.00031445,0.00031445,0.00031445
380,13982.2,0.83984,0.26739,0.00172,0.97681,0.95107,0.97955,0.67421,0.4693,0.15782,0.00188,0.000311975,0.000311975,0.000311975
381,14016,0.83959,0.27175,0.00168,0.96823,0.95645,0.97926,0.67303,0.46745,0.15722,0.00186,0.0003095,0.0003095,0.0003095
382,14050.2,0.8427,0.27625,0.00169,0.96568,0.95,0.97931,0.67156,0.46802,0.15853,0.00186,0.000307025,0.000307025,0.000307025
383,14084.1,0.8508,0.27791,0.00168,0.96962,0.95161,0.97979,0.6719,0.46369,0.15661,0.00185,0.00030455,0.00030455,0.00030455
384,14118.5,0.83262,0.27416,0.00168,0.9736,0.9516,0.97963,0.67114,0.46421,0.15665,0.00185,0.000302075,0.000302075,0.000302075
385,14155.1,0.85766,0.27443,0.00172,0.97377,0.95791,0.9796,0.6726,0.46066,0.1548,0.00183,0.0002996,0.0002996,0.0002996
386,14189.5,0.82654,0.2713,0.0017,0.97528,0.95449,0.97908,0.6759,0.45949,0.15509,0.00183,0.000297125,0.000297125,0.000297125
387,14223.4,0.83208,0.2736,0.00163,0.97236,0.95,0.97957,0.67378,0.46441,0.15795,0.00185,0.00029465,0.00029465,0.00029465
388,14257.3,0.83913,0.28241,0.0017,0.96817,0.95323,0.9704,0.67073,0.46748,0.1619,0.00186,0.000292175,0.000292175,0.000292175
389,14291,0.84623,0.28479,0.00171,0.96737,0.95622,0.97768,0.67224,0.46545,0.16363,0.00185,0.0002897,0.0002897,0.0002897
390,14325.4,0.83611,0.27311,0.00172,0.96285,0.96156,0.97736,0.67422,0.46279,0.16272,0.00185,0.000287225,0.000287225,0.000287225
391,14362.6,0.86576,0.28626,0.00168,0.97287,0.95806,0.97991,0.67615,0.45799,0.1638,0.00183,0.00028475,0.00028475,0.00028475
392,14396.5,0.84201,0.27231,0.00172,0.97338,0.95484,0.97956,0.67714,0.4618,0.16603,0.00184,0.000282275,0.000282275,0.000282275
393,14430.8,0.84729,0.27708,0.00172,0.97256,0.95806,0.97164,0.67572,0.46003,0.17369,0.00184,0.0002798,0.0002798,0.0002798
394,14465.3,0.86465,0.29003,0.00165,0.97524,0.95806,0.97823,0.67547,0.46015,0.17814,0.00184,0.000277325,0.000277325,0.000277325
395,14499.6,0.83509,0.28938,0.00167,0.97349,0.94762,0.9783,0.67182,0.46322,0.18263,0.00185,0.00027485,0.00027485,0.00027485
396,14533.8,0.81738,0.27129,0.00166,0.96207,0.95323,0.97718,0.67552,0.46376,0.17558,0.00185,0.000272375,0.000272375,0.000272375
397,14569.9,0.8548,0.28287,0.00169,0.96894,0.95606,0.97872,0.67749,0.4651,0.179,0.00184,0.0002699,0.0002699,0.0002699
398,14603.6,0.84164,0.27747,0.00171,0.97101,0.95323,0.97878,0.67679,0.46649,0.1764,0.00185,0.000267425,0.000267425,0.000267425
399,14637.5,0.84844,0.27722,0.00173,0.97363,0.95286,0.97874,0.67637,0.46728,0.17916,0.00185,0.00026495,0.00026495,0.00026495
400,14671.3,0.83735,0.27936,0.00165,0.97039,0.95159,0.9787,0.67649,0.46365,0.18448,0.00184,0.000262475,0.000262475,0.000262475
401,14705.8,0.8443,0.28318,0.00171,0.97055,0.95668,0.97755,0.67234,0.46444,0.18306,0.00185,0.00026,0.00026,0.00026
402,14739.7,0.81522,0.2674,0.00168,0.97054,0.95631,0.97036,0.67105,0.46534,0.18059,0.00185,0.000257525,0.000257525,0.000257525
403,14775.4,0.8323,0.27273,0.00163,0.97068,0.96121,0.97824,0.67334,0.46639,0.17343,0.00184,0.00025505,0.00025505,0.00025505
404,14809,0.82233,0.27562,0.00168,0.97068,0.96118,0.97058,0.6728,0.46424,0.17173,0.00184,0.000252575,0.000252575,0.000252575
405,14843,0.84516,0.27542,0.00162,0.97099,0.95484,0.9703,0.67422,0.46372,0.1648,0.00184,0.0002501,0.0002501,0.0002501
